"","X","IdCliente","Apellido","ScoringCrediticio","Pais","Genero","Edad","IdCuenta","BalanceCuenta","CantidadProductos","TarjetaCredito","Activo","SalarioEstimado","DejaBanco","SalarioNuevo"
"2780",7065,15627859,"Nebeolisa",607,"Alemania","Masculino",29,10732,102609,1,1,0,163257.44,0,194276.3536
"2781",6768,15753370,"McDonald",691,"Alemania","Femenino",38,3502,114753.76,1,1,0,107665.02,0,128121.3738
"2782",7287,15742480,"Igwebuike",775,"Alemania","Masculino",36,2231,109949.05,2,0,1,71682.54,0,85302.2226
"2783",7719,15635500,"Seleznyov",605,"Alemania","Masculino",75,9218,61319.63,1,0,1,186655.11,0,222119.5809
"2784",5883,15726153,"Fanucci",622,"Francia","Masculino",31,5826,106260.67,1,1,1,2578.43,0,3068.3317
"2785",2280,15577970,"Alexeeva",489,"Francia","Masculino",34,5325,0,1,0,0,43540.59,0,51813.3021
"2786",1284,15647842,"Cunningham",601,"Alemania","Femenino",48,2599,120782.7,1,1,0,63940.68,1,76089.4092
"2787",7816,15783875,"Li Fonti",500,"Francia","Femenino",34,9517,0,2,1,0,12833.96,0,15272.4124
"2788",9477,15568326,"Kenenna",637,"Francia","Femenino",44,10181,0,2,1,0,149665.65,0,178102.1235
"2789",3024,15764654,"Zikoranachidimma",649,"Francia","Masculino",37,4447,87374.88,2,1,1,247.36,0,294.3584
"2790",9374,15754494,"Ah Mouy",585,"Francia","Femenino",33,8994,152805.05,1,1,0,63239.65,0,75255.1835
"2791",4794,15682547,"Lucchese",649,"Francia","Masculino",38,3716,122214,1,0,1,88965.46,0,105868.8974
"2792",286,15684316,"Udokamma",532,"Francia","Masculino",43,9658,0,2,0,0,190573.91,1,226782.9529
"2793",119,15737173,"Andrews",497,"España","Masculino",24,1012,0,2,1,0,76390.01,0,90904.1119
"2794",4584,15570601,"Cheng",785,"Francia","Femenino",47,2856,122031.55,1,1,1,33823.5,1,40249.965
"2795",8777,15728608,"Walker",688,"Alemania","Femenino",34,10060,91025.58,2,0,1,163783,0,194901.77
"2796",9184,15644296,"Scott",740,"Francia","Femenino",30,4073,105209.54,1,1,0,1852.58,0,2204.5702
"2797",3983,15666141,"Baldwin",829,"España","Femenino",26,4040,101440.36,2,1,1,19324.5,0,22996.155
"2798",6351,15734588,"Manning",684,"Francia","Masculino",46,7045,0,2,1,1,36376.97,0,43288.5943
"2799",7588,15651823,"Nkemjika",590,"Francia","Femenino",60,4557,147751.75,1,1,0,88206.04,1,104965.1876
"2800",100,15747591,"Chung",665,"España","Femenino",40,2263,173432.55,1,0,1,116766.79,0,138952.4801
"2801",3097,15768244,"Macleod",538,"España","Femenino",30,3818,0,2,1,1,41192.95,0,49019.6105
"2802",53,15801336,"Ch'ang",649,"Alemania","Femenino",37,4164,114737.26,1,1,1,106655.88,1,126920.4972
"2803",6949,15717489,"Martin",835,"Francia","Masculino",23,9045,0,1,1,0,19793.73,1,23554.5387
"2804",7770,15744695,"Tu",694,"Francia","Masculino",39,10400,77652.4,1,1,1,25407.59,0,30235.0321
"2805",9334,15750299,"Davison",746,"España","Masculino",24,5264,68781.82,1,0,1,47997.39,0,57116.8941
"2806",6502,15637774,"Fraser",558,"Francia","Masculino",32,7598,73494.21,1,0,0,136301.1,0,162198.309
"2807",5232,15664539,"Bruce",683,"España","Masculino",35,10617,61172.04,1,0,0,82951.12,0,98711.8328
"2808",4853,15634949,"Hay",593,"Alemania","Masculino",74,3109,161434.36,2,1,1,65532.17,0,77983.2823
"2809",650,15609558,"McDonald",835,"Alemania","Femenino",47,7189,108289.28,2,1,1,45859.55,1,54572.8645
"2810",4091,15686670,"Duke",588,"Francia","Femenino",36,8315,0,2,1,0,92536,1,110117.84
"2811",6049,15627665,"Sung",614,"Francia","Masculino",46,4983,0,1,1,0,74379.57,1,88511.6883
"2812",3987,15734737,"Bruno",744,"Francia","Masculino",56,9253,0,2,1,1,169498.61,0,201703.3459
"2813",9076,15718216,"Fleetwood-Smith",803,"España","Masculino",43,6225,0,1,1,0,72051.44,0,85741.2136
"2814",175,15776156,"Dolgorukova",521,"Francia","Masculino",27,8000,121325.84,1,1,1,164223.7,1,195426.203
"2815",7496,15568953,"Alexeieva",477,"Francia","Masculino",27,4771,128554.98,1,1,1,133173.19,0,158476.0961
"2816",9868,15714939,"Fallaci",484,"Alemania","Femenino",34,1600,148249.54,1,0,1,33738.27,0,40148.5413
"2817",1764,15569266,"Rahman",644,"Francia","Masculino",28,10994,155060.41,1,1,0,29179.52,0,34723.6288
"2818",8897,15610727,"Ch'in",605,"Francia","Masculino",36,10003,128829.25,1,1,0,190588.59,0,226800.4221
"2819",1483,15700813,"Igwebuike",522,"Alemania","Femenino",25,10500,94049.92,2,1,0,103269,0,122890.11
"2820",5258,15695932,"Yelverton",766,"España","Masculino",36,9988,78381.13,1,0,1,153831.6,0,183059.604
"2821",1472,15653762,"Chidiebele",501,"Francia","Femenino",39,1876,117301.66,1,0,0,182025.95,0,216610.8805
"2822",4403,15580623,"Yefremova",573,"España","Masculino",28,9996,0,2,0,0,77660.03,0,92415.4357
"2823",2518,15725509,"Otutodilinna",662,"Alemania","Masculino",30,10067,115286.68,2,1,1,149587.92,0,178009.6248
"2824",4108,15679693,"Walker",625,"Francia","Masculino",31,10648,0,2,0,1,90.07,0,107.1833
"2825",7204,15686345,"McCaffrey",828,"España","Masculino",34,2029,0,2,1,1,81853.98,0,97406.2362
"2826",4730,15796230,"Morley",642,"Alemania","Femenino",36,9349,124495.98,3,1,1,57904.22,1,68906.0218
"2827",3572,15594915,"Crist",649,"Francia","Femenino",36,10808,0,2,0,1,109179.89,0,129924.0691
"2828",3,15605698,"Harrison",746,"Francia","Masculino",58,9306,0,3,1,1,80344.96,1,95610.5024
"2829",3735,15794414,"Forbes",507,"España","Masculino",46,6721,92783.68,1,1,1,51424.29,0,61194.9051
"2830",4287,15773639,"Truscott",745,"Alemania","Masculino",35,9625,98270.34,1,1,0,133617.43,0,159004.7417
"2831",9854,15566292,"Okwuadigbo",574,"España","Masculino",36,1704,0,2,0,1,71709.12,0,85333.8528
"2832",2663,15797165,"Bergamaschi",703,"Francia","Masculino",56,8835,0,1,0,0,85547.33,1,101801.3227
"2833",7224,15754443,"Fadden",443,"Francia","Femenino",35,9708,108308,1,1,0,129031.19,1,153547.1161
"2834",2791,15698839,"Okwudilichukwu",460,"Alemania","Masculino",46,1750,127559.97,2,1,1,126952.5,0,151073.475
"2835",1124,15709324,"Bruce",417,"Francia","Masculino",34,1554,0,2,1,0,55003.79,0,65454.5101
"2836",7926,15684925,"Vicars",850,"Francia","Femenino",43,4330,0,2,0,0,2465.8,0,2934.302
"2837",1187,15618314,"Chu",676,"Francia","Masculino",40,2569,114005.78,1,1,1,67998.45,0,80918.1555
"2838",1133,15725772,"Ch'in",654,"España","Femenino",36,9153,0,2,1,1,146652.11,0,174516.0109
"2839",2536,15708048,"Burn",631,"Francia","Femenino",34,2644,124379.14,1,1,0,106892.91,0,127202.5629
"2840",9160,15796505,"Boyle",811,"Alemania","Femenino",34,1273,149297.19,2,1,1,186339.74,0,221744.2906
"2841",3673,15602934,"Dunn",452,"Francia","Femenino",33,9775,131698.57,2,1,0,151623.91,0,180432.4529
"2842",4709,15769272,"Clark",510,"Francia","Femenino",26,5058,136214.08,1,0,0,159742.33,0,190093.3727
"2843",2098,15661275,"Wynn",532,"Alemania","Masculino",52,7275,110791.97,1,1,0,148704.77,1,176958.6763
"2844",5530,15752026,"Hammer",691,"Francia","Masculino",58,3537,0,1,0,1,194930.3,1,231967.057
"2845",7245,15790763,"Trujillo",599,"España","Femenino",49,7204,0,2,1,0,111190.53,0,132316.7307
"2846",5901,15796787,"Vassiliev",681,"Francia","Masculino",46,8610,105969.42,1,1,0,5771.56,0,6868.1564
"2847",4552,15742404,"McGregor",718,"Francia","Masculino",38,5392,0,2,1,0,38308.34,0,45586.9246
"2848",617,15772009,"Scott",664,"Francia","Femenino",41,10553,0,1,1,1,152054.33,0,180944.6527
"2849",5142,15753110,"McKay",720,"España","Masculino",64,10063,45752.78,2,1,0,79623.28,1,94751.7032
"2850",5152,15584453,"Burtch",555,"España","Masculino",32,9264,0,2,0,1,168605.96,0,200641.0924
"2851",4685,15658956,"Tuan",505,"Alemania","Masculino",40,3593,47869.69,2,1,1,155061.97,0,184523.7443
"2852",3115,15743051,"Hamilton",694,"Francia","Masculino",30,9025,144684.03,1,1,1,31805.49,0,37848.5331
"2853",6800,15700325,"Onyeoruru",644,"Francia","Femenino",24,7340,92760.55,1,1,0,35896.75,0,42717.1325
"2854",8171,15678779,"Quezada",502,"Francia","Masculino",33,8618,0,2,0,1,4082.52,0,4858.1988
"2855",5527,15681671,"Nkemjika",850,"Alemania","Masculino",28,9430,101100.22,2,1,1,35337.31,0,42051.3989
"2856",9401,15668695,"Endrizzi",536,"Francia","Femenino",22,4973,89492.62,1,0,0,42934.43,0,51091.9717
"2857",7468,15706021,"Buley",665,"Francia","Femenino",34,1081,96645.54,2,0,0,171413.66,0,203982.2554
"2858",8838,15593555,"Chinedum",430,"Francia","Masculino",38,5033,0,2,1,1,12050.77,0,14340.4163
"2859",9756,15599433,"Fanucci",660,"Alemania","Masculino",35,1843,58641.43,1,0,1,198674.08,0,236422.1552
"2860",946,15612064,"Tsou",474,"Francia","Masculino",33,2274,0,2,1,0,181945.52,1,216515.1688
"2861",718,15625023,"Onochie",682,"Francia","Masculino",40,9290,0,1,0,1,105352.55,0,125369.5345
"2862",9331,15759913,"Trentini",553,"Alemania","Masculino",43,3830,85200.82,2,1,1,160574.09,0,191083.1671
"2863",5288,15596962,"Owens",617,"Francia","Femenino",24,5974,137295.19,2,1,1,91195.12,0,108522.1928
"2864",5594,15689598,"Dean",722,"Francia","Masculino",46,4733,0,1,1,1,93917.68,1,111762.0392
"2865",3823,15679804,"Esquivel",636,"Francia","Masculino",36,10292,117559.05,2,1,1,111573.3,0,132772.227
"2866",5889,15636624,"Nwabugwu",805,"España","Femenino",39,1339,165272.13,1,1,0,14109.85,1,16790.7215
"2867",307,15711254,"Retana",452,"Francia","Femenino",35,5988,0,2,1,0,164241.67,0,195447.5873
"2868",7739,15788775,"Milne",473,"Alemania","Masculino",40,4721,152576.25,2,1,0,73073.68,0,86957.6792
"2869",6723,15750769,"Padovano",725,"Francia","Masculino",35,5284,75915.75,1,1,0,150507.43,0,179103.8417
"2870",526,15655648,"Bock",610,"Francia","Femenino",25,5553,0,2,1,0,123723.83,0,147231.3577
"2871",5372,15618437,"Singleton",567,"España","Masculino",34,8904,0,2,0,1,161571.79,0,192270.4301
"2872",9953,15583212,"Chidozie",600,"Francia","Femenino",43,1761,134022.06,1,1,0,194764.83,0,231770.1477
"2873",2846,15684669,"Parkes",567,"Francia","Femenino",41,9454,137891.35,1,1,0,142009.46,1,168991.2574
"2874",2967,15779659,"Zetticci",625,"Francia","Femenino",28,1125,0,1,0,0,183646.41,0,218539.2279
"2875",4623,15806922,"Bergamaschi",674,"España","Femenino",41,7901,126605.14,1,1,1,166694.93,0,198366.9667
"2876",8107,15667938,"Hurst",628,"Francia","Masculino",32,3825,149136.31,2,1,1,16402.11,0,19518.5109
"2877",5511,15678317,"Manfrin",603,"Francia","Masculino",46,4702,0,2,1,1,59563.49,0,70880.5531
"2878",2637,15756848,"Edmondson",633,"España","Masculino",42,8972,0,1,0,1,79408.17,0,94495.7223
"2879",2306,15639004,"Chiemezie",668,"Francia","Masculino",72,9866,0,2,1,1,70783.61,0,84232.4959
"2880",3957,15708904,"Yermakova",850,"Francia","Femenino",37,9146,0,1,0,0,100101.06,0,119120.2614
"2881",8692,15762799,"Alexander",720,"Alemania","Masculino",23,8185,187861.18,2,1,1,104120.17,0,123903.0023
"2882",8031,15586174,"Brodney",700,"Alemania","Femenino",30,8467,116377.48,1,1,1,134417.31,0,159956.5989
"2883",8045,15650488,"Bromley",492,"Francia","Femenino",48,7898,127253.98,1,1,1,92144.09,1,109651.4671
"2884",7633,15640507,"Li",762,"España","Femenino",35,10801,119349.69,3,1,1,47114.18,1,56065.8742
"2885",5243,15667554,"Cameron",605,"Francia","Masculino",35,3164,0,2,1,1,45206.57,0,53795.8183
"2886",9613,15759066,"Carpenter",483,"Francia","Femenino",44,4083,136836.49,1,1,0,192359.9,1,228908.281
"2887",2534,15600974,"He",516,"España","Masculino",50,1203,0,1,0,1,146145.93,1,173913.6567
"2888",7723,15651052,"McMasters",399,"Alemania","Masculino",46,2202,127655.22,1,1,0,139994.68,1,166593.6692
"2889",9579,15682563,"Larionova",618,"España","Masculino",38,2337,126473.99,1,1,0,91972.49,0,109447.2631
"2890",5003,15753847,"Hawkins",645,"España","Masculino",45,4878,0,1,0,1,174916.85,1,208151.0515
"2891",8598,15638963,"Garran",678,"Francia","Femenino",22,4032,174852.89,1,1,1,28149.06,0,33497.3814
"2892",501,15609618,"Fanucci",721,"Alemania","Masculino",28,1115,154475.54,2,0,1,101300.94,1,120548.1186
"2893",5915,15733966,"Johnstone",496,"Alemania","Femenino",55,6340,125292.53,1,1,1,31532.96,1,37524.2224
"2894",8347,15797329,"Muir",626,"Francia","Masculino",43,6618,137638.69,1,1,0,130442.08,1,155226.0752
"2895",998,15806210,"Bateman",675,"España","Masculino",66,4729,115654.47,2,1,1,131970.86,0,157045.3234
"2896",4171,15733119,"Mistry",718,"Francia","Masculino",35,1897,0,2,1,0,94820.85,0,112836.8115
"2897",2990,15728683,"Lombardo",742,"Francia","Masculino",27,10309,0,2,0,1,131534.96,0,156526.6024
"2898",9109,15685947,"Henderson",556,"Alemania","Masculino",42,9478,115915.53,2,0,1,125435.47,1,149268.2093
"2899",1696,15739476,"Ferrari",680,"Francia","Femenino",32,9893,0,1,1,1,150684.23,0,179314.2337
"2900",8938,15566594,"McKenzie",709,"España","Masculino",23,1411,0,2,0,0,129590.18,0,154212.3142
"2901",3624,15774098,"Grant",701,"Alemania","Masculino",38,3226,125385.49,2,0,1,52044.66,0,61933.1454
"2902",667,15617454,"Ifeatu",684,"Francia","Femenino",25,10498,0,2,0,1,144978.47,0,172524.3793
"2903",3938,15776844,"Hao",762,"España","Femenino",19,4240,0,2,1,0,55500.17,0,66045.2023
"2904",4472,15767598,"Kent",540,"España","Masculino",28,6675,0,2,0,0,197588.32,0,235130.1008
"2905",1950,15601008,"Stevenson",802,"Francia","Masculino",33,2781,0,2,1,0,143706.18,0,171010.3542
"2906",9653,15702788,"Gadsdon",775,"Francia","Masculino",40,5297,126212.64,1,1,0,70196.57,0,83533.9183
"2907",635,15665168,"Calabrese",681,"Alemania","Femenino",44,6629,105206.7,2,1,1,163558.36,0,194634.4484
"2908",1642,15597885,"Kerr",772,"Francia","Masculino",43,9686,0,2,1,1,57675.88,0,68634.2972
"2909",3183,15767954,"Osborne",635,"Alemania","Femenino",28,1090,81623.67,2,1,1,156791.36,0,186581.7184
"2910",1597,15585222,"Norman",515,"Francia","Masculino",41,5263,0,2,1,1,185054.14,0,220214.4266
"2911",1080,15652700,"Ritchie",539,"Francia","Masculino",39,7773,0,2,1,1,86767.48,0,103253.3012
"2912",3403,15721383,"Harvey",627,"España","Masculino",40,10798,0,2,1,1,194792.42,0,231802.9798
"2913",1803,15690546,"Riley",618,"Francia","Femenino",42,7751,0,4,0,0,111097.39,1,132205.8941
"2914",8801,15771417,"Thomas",640,"Francia","Masculino",43,3786,132412.38,1,0,0,69584.3,1,82805.317
"2915",6352,15622192,"Young",724,"España","Masculino",39,10733,0,2,0,1,95562.81,0,113719.7439
"2916",1303,15719309,"Stephens",670,"Francia","Femenino",42,2600,115961.58,2,0,1,29483.87,0,35085.8053
"2917",3214,15742272,"Ozerova",669,"Francia","Femenino",44,3663,96418.09,1,0,0,131609.48,1,156615.2812
"2918",5532,15705890,"Nebechukwu",674,"Francia","Masculino",45,3861,142072.02,1,1,0,37013.29,0,44045.8151
"2919",587,15656471,"Mitchell",773,"Francia","Masculino",33,7307,0,2,1,1,1118.31,0,1330.7889
"2920",7274,15801605,"Rizzo",626,"Francia","Femenino",39,9928,0,2,1,1,83295.09,0,99121.1571
"2921",6512,15731511,"Ritchie",808,"Francia","Masculino",45,1092,118626.55,2,1,0,147132.46,0,175087.6274
"2922",7112,15690209,"Hsiao",715,"Alemania","Femenino",32,5019,104857.19,2,1,0,114149.8,0,135838.262
"2923",6199,15646817,"Chiekwugo",769,"Francia","Masculino",51,3801,156773.78,2,1,0,40257.79,0,47906.7701
"2924",99,15761670,"Morley",695,"Francia","Femenino",50,4570,0,1,1,0,126381.6,1,150394.104
"2925",8242,15799156,"Okwuadigbo",569,"España","Masculino",38,2497,0,2,0,0,79618.79,0,94746.3601
"2926",70,15571193,"Morrison",579,"Alemania","Masculino",42,6963,144386.32,1,1,1,22497.1,1,26771.549
"2927",3231,15805463,"Board",682,"Alemania","Masculino",32,9926,105163.88,2,1,1,164170.46,0,195362.8474
"2928",5570,15778157,"Murray",598,"España","Masculino",27,3292,90721.52,2,1,0,109296.18,0,130062.4542
"2929",6475,15589200,"Madukaife",617,"España","Masculino",34,9774,0,2,1,0,118749.58,0,141312.0002
"2930",4051,15680243,"Brown",792,"Francia","Masculino",19,4096,143390.51,1,1,0,33282.84,0,39606.5796
"2931",6871,15577598,"Chiang",651,"España","Masculino",23,9630,115636.05,2,1,0,70400.86,0,83777.0234
"2932",8875,15666181,"Ramsden",650,"Francia","Masculino",33,4816,98064.97,1,1,0,52411.99,0,62370.2681
"2933",9123,15812338,"Sopuluchukwu",485,"España","Femenino",30,2847,0,1,1,0,107067.37,0,127410.1703
"2934",7531,15764661,"Wang",644,"Francia","Masculino",33,5674,0,1,1,0,96420.58,0,114740.4902
"2935",5475,15712938,"Genovese",531,"Francia","Masculino",44,5250,0,2,1,1,34416.79,0,40955.9801
"2936",7113,15674868,"Wei",696,"España","Femenino",30,7591,0,2,1,1,9002.8,0,10713.332
"2937",9308,15617982,"Pirozzi",661,"España","Femenino",42,2383,0,2,1,0,35989.41,0,42827.3979
"2938",1813,15799031,"Ayers",523,"Francia","Masculino",39,2936,0,2,1,0,6726.53,0,8004.5707
"2939",6740,15612109,"Speth",819,"Francia","Masculino",38,3144,122334.26,2,1,1,181507.44,0,215993.8536
"2940",2555,15801431,"Rowe",682,"España","Femenino",48,6707,101198.01,1,1,1,49732.9,0,59182.151
"2941",5759,15646784,"Cochran",529,"Francia","Femenino",31,5946,164003.05,2,1,1,60993.23,0,72581.9437
"2942",2441,15592578,"Nucci",614,"España","Femenino",41,6064,146997.64,2,0,0,137791.18,0,163971.5042
"2943",9612,15703143,"Tuan",820,"Francia","Femenino",29,2431,82344.84,1,0,1,115985.38,0,138022.6022
"2944",5509,15739972,"Hughes",650,"Alemania","Femenino",45,7360,152367.21,3,1,0,150835.21,1,179493.8999
"2945",37,15619029,"Bykov",620,"España","Femenino",43,2402,0,2,1,0,20670.1,0,24597.419
"2946",7042,15694666,"Thornton",707,"España","Masculino",48,8133,88441.64,1,1,1,119903.2,1,142684.808
"2947",9601,15699550,"Babbage",695,"España","Femenino",34,3812,0,2,1,1,67502.12,0,80327.5228
"2948",5962,15668971,"Nicholson",583,"Francia","Femenino",40,10656,55776.39,2,1,0,26920.43,0,32035.3117
"2949",9421,15569248,"Milanesi",554,"Francia","Femenino",43,4521,0,2,1,0,149629.13,1,178058.6647
"2950",4910,15701364,"Doherty",724,"Francia","Masculino",30,10217,0,2,1,1,54265.55,0,64576.0045
"2951",1230,15665802,"Li Fonti",642,"España","Femenino",36,7103,0,2,1,1,97938.59,0,116546.9221
"2952",5364,15595640,"Rizzo",698,"Francia","Masculino",37,10149,0,2,0,0,145004.39,0,172555.2241
"2953",5553,15742668,"Day",626,"España","Femenino",37,1335,108269.37,1,1,0,5597.94,0,6661.5486
"2954",4881,15652667,"Hampton",590,"Francia","Masculino",39,8664,0,2,1,1,104730.52,0,124629.3188
"2955",7971,15702175,"Herrin",755,"Francia","Femenino",29,5187,148654.84,2,1,1,28805.09,0,34278.0571
"2956",7587,15647259,"Barnett",643,"España","Masculino",35,8767,0,2,0,0,67979.35,0,80895.4265
"2957",8799,15659495,"Fu",784,"España","Masculino",23,10944,0,1,1,1,6847.73,0,8148.7987
"2958",6597,15597896,"Ozoemena",365,"Alemania","Masculino",30,3580,127760.07,1,1,0,81537.85,1,97030.0415
"2959",8382,15636105,"Chung",758,"España","Masculino",61,9971,0,2,1,1,43982.41,0,52339.0679
"2960",1853,15709338,"T'ao",544,"Francia","Femenino",29,2858,118560.55,1,1,1,164137.36,0,195323.4584
"2961",7203,15740602,"Boyle",674,"Alemania","Femenino",27,9514,111568.01,1,0,1,22026.18,0,26211.1542
"2962",1828,15644572,"Turnbull",501,"Francia","Masculino",40,1448,125832.2,1,1,1,100433.83,0,119516.2577
"2963",9016,15753840,"Brown",524,"España","Femenino",32,9354,0,1,1,1,132861.9,1,158105.661
"2964",2447,15737782,"Brazenor",562,"Francia","Masculino",29,3658,0,1,1,1,25858.68,0,30771.8292
"2965",2850,15779174,"Young",451,"Francia","Femenino",36,6446,0,2,1,1,180142.42,0,214369.4798
"2966",5894,15778884,"Jamieson",809,"Francia","Femenino",38,8962,154763.21,2,1,1,174800.31,0,208012.3689
"2967",3374,15610056,"Dufresne",631,"Alemania","Femenino",34,3220,125227.82,2,0,1,128247.03,0,152613.9657
"2968",7019,15744691,"Tsai",755,"Francia","Femenino",29,6046,0,3,1,0,4733.94,0,5633.3886
"2969",7660,15637131,"Fallaci",829,"Francia","Masculino",38,2814,0,2,1,0,30529.88,0,36330.5572
"2970",1984,15641782,"Humphries",540,"Francia","Femenino",31,7468,0,1,0,1,183051.6,1,217831.404
"2971",3545,15779620,"Sinclair",575,"Francia","Masculino",36,9887,0,1,0,1,94570.56,0,112538.9664
"2972",2884,15645569,"Mai",762,"España","Femenino",26,1602,123709.46,2,1,1,169654.57,0,201888.9383
"2973",3475,15669922,"Conti",530,"España","Femenino",36,2882,0,2,1,1,14721.8,0,17518.942
"2974",6319,15674206,"Walker",716,"Francia","Femenino",22,4087,0,2,1,1,92606.98,0,110202.3062
"2975",7484,15722845,"Meldrum",665,"España","Masculino",29,10340,182781.74,2,1,1,63732.9,0,75842.151
"2976",6725,15649121,"Pinto",665,"Francia","Masculino",52,2613,0,1,1,0,116137.01,1,138203.0419
"2977",9251,15762882,"Manna",577,"Alemania","Femenino",31,5289,61211.18,1,1,1,145250.43,0,172848.0117
"2978",8035,15576526,"Steele",850,"España","Masculino",36,9034,0,2,0,1,41291.05,0,49136.3495
"2979",5735,15577999,"Sleeman",850,"Francia","Femenino",62,4720,124678.35,1,1,0,70916,1,84390.04
"2980",6518,15729763,"Nelson",655,"España","Masculino",34,3562,116114.93,1,1,1,49492.15,0,58895.6585
"2981",2641,15803689,"Begum",647,"Alemania","Femenino",51,1585,119741.77,2,0,0,54954.51,1,65395.8669
"2982",9227,15591552,"Okonkwo",600,"Francia","Femenino",32,8241,98877.95,1,1,0,132973.21,0,158238.1199
"2983",4771,15625175,"Palerma",742,"Alemania","Femenino",43,4372,97067.69,1,0,1,60920.03,1,72494.8357
"2984",8890,15694829,"Chibueze",680,"Alemania","Masculino",32,3906,175454,1,0,1,77349.92,0,92046.4048
"2985",1255,15756918,"Simmons",754,"Francia","Femenino",38,6635,0,2,0,0,3524.69,0,4194.3811
"2986",7618,15739847,"Sadlier",850,"Alemania","Masculino",38,10525,146756.68,1,1,0,78268.61,0,93139.6459
"2987",9027,15690169,"Meng",645,"Francia","Masculino",31,8679,161171.7,2,1,0,12599.94,1,14993.9286
"2988",3693,15637891,"Docherty",613,"Alemania","Femenino",43,8298,140681.68,1,0,1,20134.07,0,23959.5433
"2989",5631,15579787,"Nkemakonam",686,"Francia","Masculino",39,7033,0,2,1,0,155023.93,0,184478.4767
"2990",6532,15706116,"McKay",659,"Alemania","Femenino",30,5632,154159.51,1,1,0,40441.1,0,48124.909
"2991",5589,15790750,"Manfrin",592,"Alemania","Masculino",36,9820,123187.51,1,0,1,146111.35,0,173872.5065
"2992",1589,15790757,"Cody",769,"Francia","Femenino",25,1732,0,2,0,0,187925.75,0,223631.6425
"2993",9567,15719348,"Tsao",513,"Francia","Masculino",35,2161,0,1,1,0,76640.29,1,91201.9451
"2994",5945,15620750,"Sugden",559,"Francia","Masculino",28,10223,141099.43,1,1,1,15607.27,0,18572.6513
"2995",9127,15630857,"Wu",674,"España","Femenino",39,9855,0,2,1,1,9574.83,0,11394.0477
"2996",4117,15806837,"Nnaife",669,"Francia","Masculino",37,3819,0,1,1,0,132540.33,0,157722.9927
"2997",8095,15759298,"Shih",631,"España","Masculino",27,1471,134169.62,1,1,1,176730.02,0,210308.7238
"2998",2029,15762045,"Gilchrist",474,"Alemania","Femenino",37,8320,142688.57,2,1,1,110953.33,0,132034.4627
"2999",1371,15640852,"McGregor",617,"Alemania","Femenino",39,7496,83348.89,3,1,0,7953.62,1,9464.8078
"3000",5522,15607178,"Welch",850,"Alemania","Masculino",38,1260,54901.01,1,1,1,140075.55,0,166689.9045
"3001",3598,15747534,"Torkelson",595,"Francia","Masculino",46,7572,0,1,1,0,73489.15,1,87452.0885
"3002",7489,15567147,"Ratten",802,"España","Masculino",40,9378,0,2,1,1,81908.09,0,97470.6271
"3003",2372,15661936,"Chikelu",513,"Francia","Masculino",40,4451,141004.46,1,1,0,105028.46,0,124983.8674
"3004",3766,15752097,"Chiazagomekpere",708,"España","Masculino",38,9853,99640.89,1,1,0,12429.22,0,14790.7718
"3005",3910,15756668,"Ross",706,"Francia","Masculino",30,3020,98415.37,1,1,1,110520.48,0,131519.3712
"3006",6776,15684548,"Demidov",556,"España","Masculino",38,1394,0,2,0,0,417.41,1,496.7179
"3007",10,15750258,"Ann",675,"Francia","Femenino",32,2129,155663.31,1,1,0,97658.66,0,116213.8054
"3008",6371,15631063,"Trentino",710,"Francia","Femenino",33,9998,0,2,1,0,72945.32,0,86804.9308
"3009",2591,15732334,"Black",653,"Francia","Femenino",40,4925,0,2,1,0,35795.85,0,42597.0615
"3010",9260,15649292,"Bellucci",748,"Francia","Femenino",49,5613,29602.08,1,0,0,163550.58,1,194625.1902
"3011",7539,15671032,"He",760,"Alemania","Masculino",42,2560,77992.97,2,1,1,97906.38,0,116508.5922
"3012",6435,15735549,"Lori",810,"Alemania","Masculino",35,4101,96814.46,2,1,1,120511.03,0,143408.1257
"3013",9863,15809286,"Burke",631,"Alemania","Masculino",37,3405,138292.64,2,0,0,152422.91,1,181383.2629
"3014",8402,15593622,"Service",635,"Francia","Masculino",43,8731,122198.21,2,0,1,179144.54,0,213182.0026
"3015",9707,15761606,"Law",617,"España","Femenino",37,9779,101707.8,1,1,0,123866.28,0,147400.8732
"3016",7030,15748499,"Johnson",550,"Alemania","Masculino",33,8456,118400.91,1,0,1,13999.64,1,16659.5716
"3017",1193,15622507,"Hamilton",748,"Alemania","Femenino",40,8420,103499.09,2,0,0,38153.19,0,45402.2961
"3018",1072,15789582,"Macleod",587,"Francia","Masculino",55,6159,0,1,1,0,64593.07,0,76865.7533
"3019",6594,15569264,"Yobanna",622,"Francia","Masculino",32,6324,179305.09,1,1,1,149043.78,0,177362.0982
"3020",6966,15790455,"Obialo",478,"Francia","Femenino",50,9243,0,1,0,1,93332.64,1,111065.8416
"3021",9409,15718588,"Meng",548,"Francia","Femenino",37,7733,0,2,0,0,98029.58,0,116655.2002
"3022",223,15654106,"K?",604,"Francia","Masculino",26,3529,149542.52,2,0,1,197911.52,0,235514.7088
"3023",5724,15572360,"Clark",683,"Francia","Masculino",30,2299,57657.49,1,0,0,79240.9,0,94296.671
"3024",7145,15627514,"Short",688,"España","Femenino",46,7907,0,2,0,1,104902.68,0,124834.1892
"3025",6097,15712121,"Chidimma",657,"España","Masculino",34,6036,154983.98,1,1,0,27738.01,0,33008.2319
