"","X","IdCliente","Apellido","ScoringCrediticio","Pais","Genero","Edad","IdCuenta","BalanceCuenta","CantidadProductos","TarjetaCredito","Activo","SalarioEstimado","DejaBanco"
"2991",7112,15690209,"Hsiao",715,"Alemania","Femenino",32,5019,104857.19,2,1,0,114149.8,0
"2992",6199,15646817,"Chiekwugo",769,"Francia","Masculino",51,3801,156773.78,2,1,0,40257.79,0
"2993",99,15761670,"Morley",695,"Francia","Femenino",50,4570,0,1,1,0,126381.6,1
"2994",107,15786063,"Chin",776,"Francia","Femenino",NA,1526,0,2,1,1,112349.51,0
"2995",8242,15799156,"Okwuadigbo",569,"España","Masculino",38,2497,0,2,0,0,79618.79,0
"2996",70,15571193,"Morrison",579,"Alemania","Masculino",42,6963,144386.32,1,1,1,22497.1,1
"2997",3231,15805463,"Board",682,"Alemania","Masculino",32,9926,105163.88,2,1,1,164170.46,0
"2998",5570,15778157,"Murray",598,"España","Masculino",27,3292,90721.52,2,1,0,109296.18,0
"2999",6475,15589200,"Madukaife",617,"España","Masculino",34,9774,0,2,1,0,118749.58,0
"3000",4051,15680243,"Brown",792,"Francia","Masculino",19,4096,143390.51,1,1,0,33282.84,0
"3001",6871,15577598,"Chiang",651,"España","Masculino",23,9630,115636.05,2,1,0,70400.86,0
"3002",8875,15666181,"Ramsden",650,"Francia","Masculino",33,4816,98064.97,1,1,0,52411.99,0
"3003",9123,15812338,"Sopuluchukwu",485,"España","Femenino",30,2847,0,1,1,0,107067.37,0
"3004",7531,15764661,"Wang",644,"Francia","Masculino",33,5674,0,1,1,0,96420.58,0
"3005",5475,15712938,"Genovese",531,"Francia","Masculino",44,5250,0,2,1,1,34416.79,0
"3006",7113,15674868,"Wei",696,"España","Femenino",30,7591,0,2,1,1,9002.8,0
"3007",9308,15617982,"Pirozzi",661,"España","Femenino",42,2383,0,2,1,0,35989.41,0
"3008",1813,15799031,"Ayers",523,"Francia","Masculino",39,2936,0,2,1,0,6726.53,0
"3009",6740,15612109,"Speth",819,"Francia","Masculino",38,3144,122334.26,2,1,1,181507.44,0
"3010",2555,15801431,"Rowe",682,"España","Femenino",48,6707,101198.01,1,1,1,49732.9,0
"3011",5759,15646784,"Cochran",529,"Francia","Femenino",31,5946,164003.05,2,1,1,60993.23,0
"3012",2441,15592578,"Nucci",614,"España","Femenino",41,6064,146997.64,2,0,0,137791.18,0
"3013",9612,15703143,"Tuan",820,"Francia","Femenino",29,2431,82344.84,1,0,1,115985.38,0
"3014",5509,15739972,"Hughes",650,"Alemania","Femenino",45,7360,152367.21,3,1,0,150835.21,1
"3015",37,15619029,"Bykov",620,"España","Femenino",43,2402,0,2,1,0,20670.1,0
"3016",7042,15694666,"Thornton",707,"España","Masculino",48,8133,88441.64,1,1,1,119903.2,1
"3017",9601,15699550,"Babbage",695,"España","Femenino",34,3812,0,2,1,1,67502.12,0
"3018",5962,15668971,"Nicholson",583,"Francia","Femenino",40,10656,55776.39,2,1,0,26920.43,0
"3019",9421,15569248,"Milanesi",554,"Francia","Femenino",43,4521,0,2,1,0,149629.13,1
"3020",4910,15701364,"Doherty",724,"Francia","Masculino",30,10217,0,2,1,1,54265.55,0
"3021",1230,15665802,"Li Fonti",642,"España","Femenino",36,7103,0,2,1,1,97938.59,0
"3022",5364,15595640,"Rizzo",698,"Francia","Masculino",37,10149,0,2,0,0,145004.39,0
"3023",5553,15742668,"Day",626,"España","Femenino",37,1335,108269.37,1,1,0,5597.94,0
"3024",4881,15652667,"Hampton",590,"Francia","Masculino",39,8664,0,2,1,1,104730.52,0
"3025",7971,15702175,"Herrin",755,"Francia","Femenino",29,5187,148654.84,2,1,1,28805.09,0
"3026",7587,15647259,"Barnett",643,"España","Masculino",35,8767,0,2,0,0,67979.35,0
"3027",3844,15571302,"Estep",529,"Alemania","Masculino",72,NA,94216.05,1,1,1,78695.68,0
"3028",8799,15659495,"Fu",784,"España","Masculino",23,10944,0,1,1,1,6847.73,0
"3029",6597,15597896,"Ozoemena",365,"Alemania","Masculino",30,3580,127760.07,1,1,0,81537.85,1
"3030",8382,15636105,"Chung",758,"España","Masculino",61,9971,0,2,1,1,43982.41,0
"3031",1853,15709338,"T'ao",544,"Francia","Femenino",29,2858,118560.55,1,1,1,164137.36,0
"3032",7203,15740602,"Boyle",674,"Alemania","Femenino",27,9514,111568.01,1,0,1,22026.18,0
"3033",1828,15644572,"Turnbull",501,"Francia","Masculino",40,1448,125832.2,1,1,1,100433.83,0
"3034",9016,15753840,"Brown",524,"España","Femenino",32,9354,0,1,1,1,132861.9,1
"3035",2447,15737782,"Brazenor",562,"Francia","Masculino",29,3658,0,1,1,1,25858.68,0
"3036",2850,15779174,"Young",451,"Francia","Femenino",36,6446,0,2,1,1,180142.42,0
"3037",5894,15778884,"Jamieson",809,"Francia","Femenino",38,8962,154763.21,2,1,1,174800.31,0
"3038",3374,15610056,"Dufresne",631,"Alemania","Femenino",34,3220,125227.82,2,0,1,128247.03,0
"3039",7019,15744691,"Tsai",755,"Francia","Femenino",29,6046,0,3,1,0,4733.94,0
"3040",7660,15637131,"Fallaci",829,"Francia","Masculino",38,2814,0,2,1,0,30529.88,0
"3041",1984,15641782,"Humphries",540,"Francia","Femenino",31,7468,0,1,0,1,183051.6,1
"3042",3545,15779620,"Sinclair",575,"Francia","Masculino",36,9887,0,1,0,1,94570.56,0
"3043",2884,15645569,"Mai",762,"España","Femenino",26,1602,123709.46,2,1,1,169654.57,0
"3044",3475,15669922,"Conti",530,"España","Femenino",36,2882,0,2,1,1,14721.8,0
"3045",6319,15674206,"Walker",716,"Francia","Femenino",22,4087,0,2,1,1,92606.98,0
"3046",7484,15722845,"Meldrum",665,"España","Masculino",29,10340,182781.74,2,1,1,63732.9,0
"3047",6725,15649121,"Pinto",665,"Francia","Masculino",52,2613,0,1,1,0,116137.01,1
"3048",9251,15762882,"Manna",577,"Alemania","Femenino",31,5289,61211.18,1,1,1,145250.43,0
"3049",8035,15576526,"Steele",850,"España","Masculino",36,9034,0,2,0,1,41291.05,0
"3050",5735,15577999,"Sleeman",850,"Francia","Femenino",62,4720,124678.35,1,1,0,70916,1
"3051",6518,15729763,"Nelson",655,"España","Masculino",34,3562,116114.93,1,1,1,49492.15,0
"3052",2641,15803689,"Begum",647,"Alemania","Femenino",51,1585,119741.77,2,0,0,54954.51,1
"3053",9227,15591552,"Okonkwo",600,"Francia","Femenino",32,8241,98877.95,1,1,0,132973.21,0
"3054",4771,15625175,"Palerma",742,"Alemania","Femenino",43,4372,97067.69,1,0,1,60920.03,1
"3055",8890,15694829,"Chibueze",680,"Alemania","Masculino",32,3906,175454,1,0,1,77349.92,0
"3056",1255,15756918,"Simmons",754,"Francia","Femenino",38,6635,0,2,0,0,3524.69,0
"3057",7618,15739847,"Sadlier",850,"Alemania","Masculino",38,10525,146756.68,1,1,0,78268.61,0
"3058",9027,15690169,"Meng",645,"Francia","Masculino",31,8679,161171.7,2,1,0,12599.94,1
"3059",3693,15637891,"Docherty",613,"Alemania","Femenino",43,8298,140681.68,1,0,1,20134.07,0
"3060",5631,15579787,"Nkemakonam",686,"Francia","Masculino",39,7033,0,2,1,0,155023.93,0
"3061",6532,15706116,"McKay",659,"Alemania","Femenino",30,5632,154159.51,1,1,0,40441.1,0
"3062",5589,15790750,"Manfrin",592,"Alemania","Masculino",36,9820,123187.51,1,0,1,146111.35,0
"3063",1589,15790757,"Cody",769,"Francia","Femenino",25,1732,0,2,0,0,187925.75,0
"3064",9567,15719348,"Tsao",513,"Francia","Masculino",35,2161,0,1,1,0,76640.29,1
"3065",5945,15620750,"Sugden",559,"Francia","Masculino",28,10223,141099.43,1,1,1,15607.27,0
"3066",9127,15630857,"Wu",674,"España","Femenino",39,9855,0,2,1,1,9574.83,0
"3067",4117,15806837,"Nnaife",669,"Francia","Masculino",37,3819,0,1,1,0,132540.33,0
"3068",8095,15759298,"Shih",631,"España","Masculino",27,1471,134169.62,1,1,1,176730.02,0
"3069",2029,15762045,"Gilchrist",474,"Alemania","Femenino",37,8320,142688.57,2,1,1,110953.33,0
"3070",1371,15640852,"McGregor",617,"Alemania","Femenino",39,7496,83348.89,3,1,0,7953.62,1
"3071",1821,15701741,"Williams",711,"Francia","Femenino",39,NA,152462.79,1,1,0,90305.97,0
"3072",5522,15607178,"Welch",850,"Alemania","Masculino",38,1260,54901.01,1,1,1,140075.55,0
"3073",3598,15747534,"Torkelson",595,"Francia","Masculino",46,7572,0,1,1,0,73489.15,1
"3074",7489,15567147,"Ratten",802,"España","Masculino",40,9378,0,2,1,1,81908.09,0
"3075",2372,15661936,"Chikelu",513,"Francia","Masculino",40,4451,141004.46,1,1,0,105028.46,0
"3076",3766,15752097,"Chiazagomekpere",708,"España","Masculino",38,9853,99640.89,1,1,0,12429.22,0
"3077",3910,15756668,"Ross",706,"Francia","Masculino",30,3020,98415.37,1,1,1,110520.48,0
"3078",6776,15684548,"Demidov",556,"España","Masculino",38,1394,0,2,0,0,417.41,1
"3079",10,15750258,"Ann",675,"Francia","Femenino",32,2129,155663.31,1,1,0,97658.66,0
"3080",6371,15631063,"Trentino",710,"Francia","Femenino",33,9998,0,2,1,0,72945.32,0
"3081",2591,15732334,"Black",653,"Francia","Femenino",40,4925,0,2,1,0,35795.85,0
"3082",9260,15649292,"Bellucci",748,"Francia","Femenino",49,5613,29602.08,1,0,0,163550.58,1
"3083",9088,15728006,"Endrizzi",524,"Francia","Masculino",40,NA,180516.9,1,1,0,180002.42,0
"3084",7539,15671032,"He",760,"Alemania","Masculino",42,2560,77992.97,2,1,1,97906.38,0
"3085",6435,15735549,"Lori",810,"Alemania","Masculino",35,4101,96814.46,2,1,1,120511.03,0
"3086",9863,15809286,"Burke",631,"Alemania","Masculino",37,3405,138292.64,2,0,0,152422.91,1
"3087",8402,15593622,"Service",635,"Francia","Masculino",43,8731,122198.21,2,0,1,179144.54,0
"3088",9707,15761606,"Law",617,"España","Femenino",37,9779,101707.8,1,1,0,123866.28,0
"3089",7030,15748499,"Johnson",550,"Alemania","Masculino",33,8456,118400.91,1,0,1,13999.64,1
"3090",1193,15622507,"Hamilton",748,"Alemania","Femenino",40,8420,103499.09,2,0,0,38153.19,0
"3091",1072,15789582,"Macleod",587,"Francia","Masculino",55,6159,0,1,1,0,64593.07,0
"3092",6594,15569264,"Yobanna",622,"Francia","Masculino",32,6324,179305.09,1,1,1,149043.78,0
"3093",6966,15790455,"Obialo",478,"Francia","Femenino",50,9243,0,1,0,1,93332.64,1
"3094",9409,15718588,"Meng",548,"Francia","Femenino",37,7733,0,2,0,0,98029.58,0
"3095",223,15654106,"K?",604,"Francia","Masculino",26,3529,149542.52,2,0,1,197911.52,0
"3096",5724,15572360,"Clark",683,"Francia","Masculino",30,2299,57657.49,1,0,0,79240.9,0
"3097",7145,15627514,"Short",688,"España","Femenino",46,7907,0,2,0,1,104902.68,0
"3098",6097,15712121,"Chidimma",657,"España","Masculino",34,6036,154983.98,1,1,0,27738.01,0
"3099",531,15727299,"Edgar",445,"España",NA,62,1697,64119.38,1,1,1,76569.64,1
"3100",6536,15570417,"Chien",579,"Francia","Masculino",35,2044,0,2,1,0,4460.2,0
"3101",1697,15679983,"Garmon",565,"Francia","Masculino",34,4709,0,1,0,0,74593.84,0
"3102",868,15684196,"Aitken",627,"Francia","Femenino",55,2390,159441.27,1,1,0,100686.11,1
"3103",6738,15600280,"Tao",703,"Francia","Femenino",32,10118,0,2,0,0,33606.52,0
"3104",6465,15790659,"Sheets",701,"España","Masculino",59,3441,0,2,0,1,27597.59,0
"3105",3822,15567778,"Genovese",690,"Alemania","Femenino",54,9524,144027.8,1,1,1,108731.02,1
"3106",8033,15810444,"Aksenov",562,"Alemania","Femenino",39,9831,130565.02,1,1,0,9854.72,1
"3107",9694,15747974,"Sabbatini",614,"Francia","Masculino",49,10152,0,2,1,0,192440.54,0
"3108",9729,15652808,"Monaldo",774,"Francia","Femenino",41,3479,126670.37,1,1,0,102426.06,0
"3109",1886,15604536,"Vachon",850,"Alemania","Femenino",31,8414,164672.66,1,0,1,61936.1,0
"3110",2571,15770420,"Dillon",749,"Alemania","Masculino",46,3729,78136.36,2,1,1,73470.98,0
"3111",3616,15813645,"Hamilton",491,"Francia","Femenino",36,9327,53369.13,1,1,1,103934.12,0
"3112",5419,15777759,"Boucaut",570,"Francia","Masculino",30,5499,131406.56,1,1,1,47952.45,0
"3113",7610,15757759,"Okwuoma",807,"España","Femenino",28,9348,165969.26,3,1,0,156122.13,1
"3114",2066,15718507,"Su",647,"Alemania","Masculino",37,4745,116509.99,1,1,1,149517.71,1
"3115",8556,15578006,"Yao",787,"Francia","Femenino",85,4034,0,2,1,1,116537.96,0
"3116",1608,15583857,"Siciliano",623,"España","Femenino",43,10302,123536.52,2,0,0,154908.52,0
"3117",2304,15671973,"Chukwuemeka",467,"España","Masculino",39,9903,0,2,1,1,7415.96,0
"3118",5627,15778526,"Bradshaw",719,"España","Femenino",48,6143,0,2,0,0,78563.66,0
"3119",2001,15673908,"Chinweike",602,"Alemania","Femenino",42,2546,158414.85,1,1,1,131886.46,0
"3120",5330,15663888,"Connor",549,"Alemania","Masculino",34,9064,204017.4,2,1,0,109538.35,0
"3121",1893,15794187,"Young",695,"Francia","Masculino",36,6299,114007.5,2,1,0,118120.88,0
"3122",6741,15754820,"Bergamaschi",637,"Alemania","Masculino",35,7348,147127.81,2,1,1,84760.7,0
"3123",1995,15778936,"Ingamells",701,"Francia","Masculino",33,10423,147510.34,1,1,0,190611.92,0
"3124",5844,15798398,"Pagnotto",785,"Francia","Femenino",36,1640,135438.4,1,0,0,190627.01,0
"3125",5427,15674343,"Esposito",597,"Francia","Masculino",44,4907,78128.13,2,0,1,109153.04,0
"3126",1421,15723484,"Hunt",669,"Alemania","Femenino",42,10577,103873.39,1,1,0,148611.52,0
"3127",7718,15626787,"Wei",698,"España","Femenino",31,3753,185078.26,1,0,0,115337.74,1
"3128",6687,15588406,"Chiemenam",574,"España","Femenino",37,7391,0,2,1,0,32262.28,0
"3129",1289,15623143,"Lung",732,"Francia","Femenino",43,10779,0,2,1,0,183147.17,0
"3130",7081,15606229,"Obijiaku",771,"Francia","Masculino",39,10996,0,2,1,0,96270.64,0
"3131",887,15798888,"Pisano",605,"Alemania","Femenino",31,1477,117992.59,1,1,1,183598.77,0
"3132",2361,15707042,"Dellucci",634,"Francia","Femenino",24,8444,87413.19,1,1,0,63340.65,0
"3133",7482,15787459,"Parkes",745,"España","Masculino",40,3180,88466.82,1,0,0,116331.42,0
"3134",4129,15588839,"Mancini",606,"España","Masculino",30,10988,180307.73,2,1,1,1914.41,NA
"3135",4289,15768367,"Nebechukwu",781,"Francia","Femenino",27,4728,186558.55,1,1,1,175071.29,1
"3136",6466,15806307,"Favors",537,"Francia","Masculino",37,3339,0,2,1,1,20603.32,0
"3137",6438,15668893,"Wilsmore",782,"Francia","Masculino",39,1281,0,2,1,1,33949.67,0
"3138",908,15778838,"Warren",783,"Francia","Masculino",38,10581,114135.17,1,1,0,153269.98,0
"3139",105,15673747,"Ayers",519,"Francia","Femenino",22,8395,0,1,0,1,167553.06,0
"3140",7820,15778320,"Teng",848,"Alemania","Femenino",40,3282,148495.64,1,0,0,158853.98,0
"3141",4696,15666633,"Huang",758,"España","Masculino",56,1828,0,2,1,1,10643.38,0
"3142",4333,15771997,"Bryant",791,"Francia","Femenino",31,10688,75499.24,1,1,0,22184.14,0
"3143",5806,15685706,"Bird",731,"Francia","Femenino",40,3159,118991.79,1,1,1,156048.64,0
"3144",7563,15681206,"Hsing",722,"Francia","Femenino",49,1990,168197.66,1,1,0,140765.57,1
"3145",5376,15580213,"McIntyre",585,"Francia","Femenino",43,9582,0,2,1,0,89402.54,0
"3146",7360,15590234,"De Luca",697,"Francia","Femenino",42,8537,0,1,1,0,1262.83,1
"3147",1464,15677310,"Christie",761,"Alemania","Masculino",62,9769,98854.34,1,0,0,86920.97,1
"3148",8025,15663933,"Jamieson",625,"Alemania","Femenino",35,6805,86147.46,2,1,0,163440.8,1
"3149",6769,15686885,"Nekrasov",777,"Alemania","Masculino",44,8186,124655.59,2,0,1,79792.3,0
"3150",9429,15798844,"Chijindum",678,"Francia","Masculino",54,8802,128914.97,1,0,0,191746.23,1
"3151",8851,15783276,"Forbes",725,"Francia","Femenino",25,9792,0,2,1,1,168607.74,0
"3152",3096,15604706,"Blake",581,"Alemania","Masculino",38,7570,133105.47,1,1,0,105732.9,1
"3153",9296,15698522,"Thomas",660,"Alemania","Masculino",39,8646,134599.33,2,1,0,183095.87,0
"3154",2089,15689061,"Davey",611,"Francia","Masculino",68,7998,82547.11,2,1,1,146448.01,0
"3155",3923,15586629,"Campbell",637,"Francia","Masculino",33,4582,0,2,1,0,139947.17,0
"3156",8637,15683471,"Hansen",691,"Francia","Masculino",38,2807,0,2,0,0,81617.4,0
"3157",3221,15651983,"Fang",591,"Francia","Femenino",56,3974,128882.49,1,1,1,196241.94,1
"3158",9690,15573971,"Mills",737,"Francia","Masculino",44,5878,0,2,0,0,57898.58,0
"3159",3553,15642726,"Holmes",611,"Francia","Masculino",53,7184,83568.26,1,0,0,1235.49,0
"3160",2136,15768201,"Paterson",850,"Francia","Femenino",39,2101,148586.64,1,1,1,176791.27,0
"3161",5009,15751158,"Mashman",571,"Francia","Femenino",42,2603,108825.34,3,1,0,55558.51,1
"3162",7697,15592816,"Udokamma",623,"Alemania","Femenino",48,3733,108076.33,1,1,0,118855.26,1
"3163",8409,15798053,"Nnachetam",707,"España","Masculino",32,9002,0,2,1,0,126475.79,0
"3164",8791,15773421,"Genovese",673,"Francia","Femenino",42,8116,0,2,1,0,121440.8,0
"3165",3705,15704987,"Lu",649,"Francia","Femenino",52,3912,49113.75,1,1,0,41858.43,0
"3166",7439,15665180,"Vasiliev",616,"Francia","Femenino",31,9023,136789.14,1,1,0,59346.4,1
"3167",6155,15641575,"Anenechukwu",577,"Francia","Masculino",37,6434,127261.35,1,1,0,56185.05,0
"3168",5198,15605455,"Tai",664,"Francia","Masculino",40,7838,0,2,1,0,194767.3,0
"3169",8074,15633283,"Padovano",536,"Francia","Masculino",35,1469,0,2,1,0,64833.28,0
"3170",6246,15588580,"Kennedy",584,"Alemania","Femenino",36,9139,109646.83,1,1,1,70240.79,0
"3171",1819,15627854,"Mai",707,"España","Masculino",44,7060,0,2,1,1,135077.01,0
"3172",8921,15743570,"Feng",481,"Francia","Femenino",34,6855,0,2,1,1,125253.46,0
"3173",6358,15771857,"Philipp",513,"España","Masculino",39,5929,89039.9,2,1,1,146738.83,0
"3174",9489,15768282,"Perez",724,"Alemania","Masculino",36,7840,94615.11,2,1,1,10627.21,0
"3175",5643,15745001,"Kovalev",683,"España","Femenino",36,3487,0,2,1,0,104786.59,0
"3176",473,15689526,"Shih",542,"Alemania","Femenino",35,9672,127543.11,2,1,0,468.94,1
"3177",4798,15699515,"Manfrin",643,"Alemania","Masculino",33,7587,98630.31,2,1,1,40250.82,0
"3178",4092,15595303,"Johnston",736,"Alemania","Masculino",46,2630,130812.91,1,1,1,77981.54,1
"3179",8138,15766765,"Obiuto",664,"Alemania","Masculino",39,3285,60263.23,1,1,0,170835.32,0
"3180",701,15621195,"Ch'eng",619,"Alemania","Masculino",41,7484,147974.16,2,1,0,170518.83,0
"3181",4887,15774882,"Mazzanti",687,"Francia","Femenino",35,2453,99587.43,1,1,1,1713.1,1
"3182",9791,15631871,"Kelly",616,"Alemania","Femenino",57,6599,116936.81,1,1,1,104379.36,0
"3183",547,15781777,"Sutherland",604,"Francia","Masculino",33,5280,148659.48,1,0,0,42437.75,0
"3184",4526,15684722,"Fraser",490,"Francia","Masculino",34,8170,122952.9,2,0,0,154360.97,0
"3185",1894,15595153,"Tucker",644,"Alemania","Femenino",44,6426,106022.73,2,0,0,148727.42,0
"3186",2345,15782468,"Hart",850,"España","Masculino",51,3776,109799.55,2,1,1,12457.76,1
"3187",7673,15720187,"Han",479,"Alemania","Femenino",30,1548,143964.36,2,1,0,41879.99,0
"3188",6653,15786433,"Aitken",650,"Alemania","Femenino",35,9981,165982.43,2,1,1,24482.16,0
"3189",492,15662063,"McIver",746,"Francia","Masculino",36,4440,142400.77,1,1,1,193438.69,0
"3190",1582,15609735,"Campbell",533,"Alemania","Masculino",51,10698,127545.56,2,0,0,79559.02,1
"3191",3102,15586523,"Paten",720,"Alemania","Femenino",29,10287,106230.92,1,1,1,69903.93,1
"3192",8015,15812073,"Palmer",529,"Francia","Femenino",31,7385,0,2,1,1,175697.87,0
"3193",2697,15618239,"Neumann",530,"Francia","Femenino",48,5852,0,1,1,0,85081.09,0
"3194",1088,15730639,"Fiorentino",715,"Francia","Masculino",23,2740,139224.92,2,1,0,65057.71,0
"3195",7322,15640059,"Smith",606,"Francia","Masculino",40,1746,0,2,1,1,70899.27,0
"3196",8078,15605447,"Palermo",752,"Francia","Masculino",49,1628,78653.84,1,1,0,7698.6,0
"3197",4817,15810732,"Grant",730,"Francia","Femenino",36,10078,148749.29,2,1,0,91830.75,0
"3198",8079,15804104,"Romani",494,"Francia","Masculino",28,9493,114731.76,2,0,1,79479.74,0
"3199",5843,15746127,"Hort",572,"Francia","Femenino",47,5582,0,2,1,0,36099.7,0
"3200",1306,15671256,"Macartney",850,"Francia","Femenino",35,1521,211774.31,1,1,0,188574.12,1
"3201",2386,15800215,"Kwemtochukwu",658,"Francia","Masculino",25,4276,0,2,0,1,173948.4,0
"3202",1014,15580953,"Forbes",544,"Francia","Masculino",30,10447,73218.89,1,0,1,126796.69,0
"3203",8771,15647838,"Davison",648,"Alemania","Femenino",51,8827,116574.84,1,1,0,4121.04,1
"3204",9749,15774166,"Mitchell",607,"Alemania","Femenino",24,2418,109483.54,2,0,1,127560.77,0
"3205",6709,15593897,"Carr",650,"España","Masculino",25,4680,160599.06,2,1,1,28391.52,0
"3206",9005,15591360,"Udinesi",642,"Francia","Femenino",33,8279,84607.34,2,0,1,60059.47,0
"3207",9911,15719940,"Gibbons",628,"Alemania","Femenino",51,8081,115280.49,2,0,0,12628.61,1
"3208",1241,15811613,"Voss",588,"Francia","Femenino",27,4019,0,1,1,0,20066.38,0
"3209",830,15632275,"Trevisano",718,"Francia","Masculino",29,8514,0,1,1,0,126336.72,0
"3210",960,15598275,"Sochima",709,"Francia","Femenino",32,5178,0,2,1,1,199418.02,0
"3211",9508,15634950,"Obiajulu",657,"Alemania","Masculino",57,2631,107174.58,1,1,1,126369.55,1
"3212",4637,15753102,"Curtis",752,"España","Masculino",44,4148,83870.33,1,1,0,178722.24,0
"3213",1068,15750811,"Woodward",766,"Alemania","Masculino",44,6240,116822.7,1,0,0,197643.24,0
"3214",598,15762351,"Chao",689,"España","Femenino",63,7411,0,2,1,1,186526.12,0
"3215",6927,15652289,"Williams",694,"Francia","Masculino",47,8501,0,2,1,0,197528.62,0
"3216",3120,15738715,"Alexander",600,"Francia","Femenino",37,NA,0,3,1,0,7312.25,1
"3217",5434,15610686,"Melton",850,"Francia","Masculino",63,3054,169832.57,1,0,0,184107.26,1
"3218",3294,15604576,"Eiland",850,"España","Masculino",22,4681,0,1,1,1,144385.54,0
"3219",2116,15626212,"Wark",616,"Francia","Masculino",29,6331,0,1,1,1,166984.44,0
"3220",4473,15750181,"Sanderson",553,"Alemania","Masculino",41,1033,110112.54,2,0,0,81898.81,0
"3221",2207,15808868,"Nwokeocha",652,"Francia","Femenino",31,9050,103696.97,3,0,0,155221.05,1
"3222",2669,15758031,"Lazarev",760,"España","Masculino",38,9416,91241.85,1,0,1,80682.35,0
"3223",1266,15807335,"Spencer",676,"España","Femenino",64,8695,116954.32,1,1,1,91149.48,0
"3224",2763,15807221,"Weaver",555,"España","Masculino",21,9037,0,2,0,0,103901.35,0
"3225",4944,15795124,"Pan",726,"Alemania","Masculino",50,6448,94504.35,1,0,1,5078.9,0
"3226",2572,15649280,"Lucchese",521,"Alemania","Femenino",40,2419,134504.78,1,1,0,18082.06,0
"3227",8218,15747677,"Gordon",656,"España","Masculino",69,2544,163975.09,1,1,1,36108.5,0
"3228",1823,15755330,"Forbes",512,"Alemania","Masculino",41,9435,122403.24,1,0,1,37439.9,1
"3229",9817,15769191,"Lipton",509,"Francia","Masculino",55,7740,132387.91,2,1,1,170360.11,0
"3230",4365,15696900,NA,505,"Alemania","Masculino",29,2218,145541.56,2,1,1,58019.95,0
"3231",6248,15664639,"McGregor",645,"Francia","Masculino",19,3312,128514.84,1,0,0,175969.19,0
"3232",9025,15679968,"Ting",623,"Francia","Masculino",40,5286,118788.57,1,1,0,192867.4,0
"3233",3141,15648951,"Kao",785,"España","Masculino",41,6620,0,2,1,1,199108.88,0
"3234",7590,15613630,"Tang",775,"Francia","Masculino",52,1937,109922.61,1,1,1,96823.32,1
"3235",7020,15571928,"Fraser",679,"Francia","Femenino",43,1882,0,3,1,0,115136.51,1
"3236",6205,15790282,"Trentino",817,"Alemania","Masculino",58,5926,114327.59,2,1,1,42831.11,NA
"3237",8511,15617482,"Milanesi",489,"Alemania","Femenino",52,3916,131441.51,1,1,0,37240.11,1
"3238",4094,15589019,"Morant",633,"España","Femenino",33,9234,92855.02,1,1,1,159813.18,0
"3239",8540,15608541,"Claiborne",498,"Francia","Masculino",46,6856,91857.66,1,1,0,101954.78,1
"3240",9124,15615012,"Fan",594,"Francia","Masculino",23,2572,156267.59,1,1,0,160968.44,0
"3241",3104,15675450,"Burt",718,"Francia","Masculino",48,8687,0,2,1,1,72105.63,0
"3242",6234,15807163,"Ku",537,"Francia","Femenino",38,6977,0,1,0,0,52337.97,1
"3243",7394,15788126,"Evans",689,"España","Femenino",38,1565,121021.05,1,1,1,12182.15,0
"3244",7413,15751788,"Johnson",850,"España","Masculino",28,3203,97408.03,1,1,1,175853.64,0
"3245",1875,15607598,"Muravyov",575,"España","Femenino",31,2230,0,2,1,1,95686.42,0
"3246",9784,15627262,"Soto",536,"Alemania","Masculino",23,2931,92366.72,2,1,0,120661.71,0
"3247",6791,15769548,"Hyde",668,"Francia","Femenino",37,8400,128645.67,1,1,0,92149.64,0
"3248",6486,15663942,"Hsiung",639,"Francia","Femenino",38,8008,0,2,0,0,93716.38,0
"3249",6603,15630704,"Haworth",612,"Alemania","Masculino",32,10243,106520.73,2,1,0,177092.16,0
"3250",5700,15735636,"Toscano",604,"Francia","Femenino",53,7752,121389.78,1,1,1,48201.64,1
"3251",7596,15659399,"Mazzi",516,"Alemania","Masculino",50,5639,139675.07,2,1,0,45591.23,0
"3252",5864,15669301,"Romani",778,"Alemania","Femenino",29,5083,150358.97,1,1,0,62454.01,1
"3253",8524,15791174,"Leibius",540,"España","Masculino",67,4055,88382.01,1,0,1,59457,0
"3254",9404,15651955,"Hanson",603,"Francia","Masculino",31,7784,0,2,0,1,9607.1,0
"3255",2620,15758702,"Watson",705,"Francia","Femenino",55,9671,0,2,1,1,14392.68,0
"3256",7195,15729362,"Lombardi",745,"Francia","Masculino",36,1945,67226.37,1,1,0,130789.6,0
"3257",7250,15784736,"Jamieson",562,"Francia","Masculino",45,3080,136855.24,1,1,0,46864,0
"3258",3754,15742019,"Benford",675,"Francia","Femenino",39,10662,0,2,0,0,83419.15,0
"3259",5237,15683544,"Buccho",626,"España","Masculino",62,2643,0,1,1,1,65010.74,0
"3260",2252,15706223,"Barnes",715,"España","Masculino",38,7738,96798.79,2,1,1,4554.67,0
"3261",5410,15631460,"Swift",671,"España","Femenino",42,2585,0,2,1,1,128449.33,0
"3262",1290,15590344,"Russell",708,"Alemania","Masculino",32,4856,151691.44,2,1,1,172810.51,0
"3263",1315,15604158,"Smith",554,"Francia","Femenino",39,6715,0,2,1,1,18391.93,0
"3264",8792,15701555,"Nicholls",575,"España","Masculino",53,3831,84903.33,2,0,1,26015.8,0
